Req. Creation Date,Creation Time,Req. Creation Date - Year Week ISO,Request - ID,Request - Priority Description,Historical Status - Status From,Historical Status - Status To,Historical Status - Change Date,Historical Status - Change Time,Macro Area - Name,Request - Resource Assigned To - GROUP SAP MD,Macro Area (SAP) - MA Area,Request - User Name,Request - Resource Assigned To - Name,Req. Type - Description EN,Req. Status - Description,Req. Closing Date,Request - Text Request,Request - Text Answer,Request - Category,Request - Subject description
2025-03-21,12:39:08,202512,A3252574L,P3 - Normal,Solved,Closed,2025-04-21,220015,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,FARHAN MEHDI,Murugesan Venkatesan,Incident,Closed,2025-04-21,"Enter a description of your request: : When posting an invoice with PO 4537934127, I receive the following blocking message: ""Account 'Bal.Sh.Acct APC' could not be found for area 01. Error when creating document; further processing not possible."" Ipreviously opened ticket number A3169597L, and you advised me to extend account 1111170008 to company 3150. The account has now been extended, but I am still encountering the same issue. please find the attached Mehdi ..System (RP1/ CP1/ MIM) : RP1..Brand : N/A..COUNTRY : ITALY..SAP Site # : RP1..SAP User ID : FARHANM",No answer received by EndUser,,FIN_FIN-AP_IT_XXX_XXXX-Error while posting an Invoice-Account 'Bal.Sh.Acct APC'
2025-03-21,12:39:08,202512,A3252574L,P3 - Normal,Suspended,Solved,2025-04-16,220011,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,FARHAN MEHDI,Murugesan Venkatesan,Incident,Closed,2025-04-21,"Enter a description of your request: : When posting an invoice with PO 4537934127, I receive the following blocking message: ""Account 'Bal.Sh.Acct APC' could not be found for area 01. Error when creating document; further processing not possible."" Ipreviously opened ticket number A3169597L, and you advised me to extend account 1111170008 to company 3150. The account has now been extended, but I am still encountering the same issue. please find the attached Mehdi ..System (RP1/ CP1/ MIM) : RP1..Brand : N/A..COUNTRY : ITALY..SAP Site # : RP1..SAP User ID : FARHANM",No answer received by EndUser,,FIN_FIN-AP_IT_XXX_XXXX-Error while posting an Invoice-Account 'Bal.Sh.Acct APC'
2025-03-21,12:39:08,202512,A3252574L,P3 - Normal,To be defined,Work in progress,2025-03-21,131241,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,FARHAN MEHDI,Murugesan Venkatesan,Incident,Closed,2025-04-21,"Enter a description of your request: : When posting an invoice with PO 4537934127, I receive the following blocking message: ""Account 'Bal.Sh.Acct APC' could not be found for area 01. Error when creating document; further processing not possible."" Ipreviously opened ticket number A3169597L, and you advised me to extend account 1111170008 to company 3150. The account has now been extended, but I am still encountering the same issue. please find the attached Mehdi ..System (RP1/ CP1/ MIM) : RP1..Brand : N/A..COUNTRY : ITALY..SAP Site # : RP1..SAP User ID : FARHANM",No answer received by EndUser,,FIN_FIN-AP_IT_XXX_XXXX-Error while posting an Invoice-Account 'Bal.Sh.Acct APC'
2025-03-21,12:39:08,202512,A3252574L,P3 - Normal,Work in progress,Suspended,2025-03-27,205957,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,FARHAN MEHDI,Murugesan Venkatesan,Incident,Closed,2025-04-21,"Enter a description of your request: : When posting an invoice with PO 4537934127, I receive the following blocking message: ""Account 'Bal.Sh.Acct APC' could not be found for area 01. Error when creating document; further processing not possible."" Ipreviously opened ticket number A3169597L, and you advised me to extend account 1111170008 to company 3150. The account has now been extended, but I am still encountering the same issue. please find the attached Mehdi ..System (RP1/ CP1/ MIM) : RP1..Brand : N/A..COUNTRY : ITALY..SAP Site # : RP1..SAP User ID : FARHANM",No answer received by EndUser,,FIN_FIN-AP_IT_XXX_XXXX-Error while posting an Invoice-Account 'Bal.Sh.Acct APC'
2025-03-21,12:51:37,202512,A3252593L,P3 - Normal,Solved,Closed,2025-04-09,144928,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,ADAMINO ILARIA,Tushar Adit,Incident,Closed,2025-04-09,"Enter a description of your request : Hi all, can you please support to check the status of this order 7593946666776. WCS sent it to SAP and received an SAPF as update. can you please clarify why it's in failure? thank you, Ilaria ..System (RP1/CP1/MIM) : RP1..Brand : COSTA DEL MAR ..Country : FR..SAP Site # : 0..SAP User ID : 0..Interface Number : 0",We have checked & found that for the order - 7593946666776 we have received failed IDOC - 1136900892 & reason of failure is due to Region BUC is not defined for country GB. Can you please check & correct the region if the order is still valid.,Sap Errors SAP Retail (FMS1) NA,SCM_ORDERS_FR_COS_XXXX:status of this order 7593946666776
2025-03-21,12:51:37,202512,A3252593L,P3 - Normal,Suspended,Work in progress,2025-04-03,201213,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,ADAMINO ILARIA,Tushar Adit,Incident,Closed,2025-04-09,"Enter a description of your request : Hi all, can you please support to check the status of this order 7593946666776. WCS sent it to SAP and received an SAPF as update. can you please clarify why it's in failure? thank you, Ilaria ..System (RP1/CP1/MIM) : RP1..Brand : COSTA DEL MAR ..Country : FR..SAP Site # : 0..SAP User ID : 0..Interface Number : 0",We have checked & found that for the order - 7593946666776 we have received failed IDOC - 1136900892 & reason of failure is due to Region BUC is not defined for country GB. Can you please check & correct the region if the order is still valid.,Sap Errors SAP Retail (FMS1) NA,SCM_ORDERS_FR_COS_XXXX:status of this order 7593946666776
2025-03-21,12:51:37,202512,A3252593L,P3 - Normal,Suspended,Work in progress,2025-04-04,144844,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,ADAMINO ILARIA,Tushar Adit,Incident,Closed,2025-04-09,"Enter a description of your request : Hi all, can you please support to check the status of this order 7593946666776. WCS sent it to SAP and received an SAPF as update. can you please clarify why it's in failure? thank you, Ilaria ..System (RP1/CP1/MIM) : RP1..Brand : COSTA DEL MAR ..Country : FR..SAP Site # : 0..SAP User ID : 0..Interface Number : 0",We have checked & found that for the order - 7593946666776 we have received failed IDOC - 1136900892 & reason of failure is due to Region BUC is not defined for country GB. Can you please check & correct the region if the order is still valid.,Sap Errors SAP Retail (FMS1) NA,SCM_ORDERS_FR_COS_XXXX:status of this order 7593946666776
2025-03-21,12:51:37,202512,A3252593L,P3 - Normal,To be defined,Work in progress,2025-03-21,135648,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,ADAMINO ILARIA,Tushar Adit,Incident,Closed,2025-04-09,"Enter a description of your request : Hi all, can you please support to check the status of this order 7593946666776. WCS sent it to SAP and received an SAPF as update. can you please clarify why it's in failure? thank you, Ilaria ..System (RP1/CP1/MIM) : RP1..Brand : COSTA DEL MAR ..Country : FR..SAP Site # : 0..SAP User ID : 0..Interface Number : 0",We have checked & found that for the order - 7593946666776 we have received failed IDOC - 1136900892 & reason of failure is due to Region BUC is not defined for country GB. Can you please check & correct the region if the order is still valid.,Sap Errors SAP Retail (FMS1) NA,SCM_ORDERS_FR_COS_XXXX:status of this order 7593946666776
2025-03-21,12:51:37,202512,A3252593L,P3 - Normal,Work in progress,Solved,2025-04-04,144920,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,ADAMINO ILARIA,Tushar Adit,Incident,Closed,2025-04-09,"Enter a description of your request : Hi all, can you please support to check the status of this order 7593946666776. WCS sent it to SAP and received an SAPF as update. can you please clarify why it's in failure? thank you, Ilaria ..System (RP1/CP1/MIM) : RP1..Brand : COSTA DEL MAR ..Country : FR..SAP Site # : 0..SAP User ID : 0..Interface Number : 0",We have checked & found that for the order - 7593946666776 we have received failed IDOC - 1136900892 & reason of failure is due to Region BUC is not defined for country GB. Can you please check & correct the region if the order is still valid.,Sap Errors SAP Retail (FMS1) NA,SCM_ORDERS_FR_COS_XXXX:status of this order 7593946666776
2025-03-21,12:51:37,202512,A3252593L,P3 - Normal,Work in progress,Suspended,2025-03-27,110215,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,ADAMINO ILARIA,Tushar Adit,Incident,Closed,2025-04-09,"Enter a description of your request : Hi all, can you please support to check the status of this order 7593946666776. WCS sent it to SAP and received an SAPF as update. can you please clarify why it's in failure? thank you, Ilaria ..System (RP1/CP1/MIM) : RP1..Brand : COSTA DEL MAR ..Country : FR..SAP Site # : 0..SAP User ID : 0..Interface Number : 0",We have checked & found that for the order - 7593946666776 we have received failed IDOC - 1136900892 & reason of failure is due to Region BUC is not defined for country GB. Can you please check & correct the region if the order is still valid.,Sap Errors SAP Retail (FMS1) NA,SCM_ORDERS_FR_COS_XXXX:status of this order 7593946666776
2025-03-21,12:51:37,202512,A3252593L,P3 - Normal,Work in progress,Suspended,2025-04-04,143537,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,ADAMINO ILARIA,Tushar Adit,Incident,Closed,2025-04-09,"Enter a description of your request : Hi all, can you please support to check the status of this order 7593946666776. WCS sent it to SAP and received an SAPF as update. can you please clarify why it's in failure? thank you, Ilaria ..System (RP1/CP1/MIM) : RP1..Brand : COSTA DEL MAR ..Country : FR..SAP Site # : 0..SAP User ID : 0..Interface Number : 0",We have checked & found that for the order - 7593946666776 we have received failed IDOC - 1136900892 & reason of failure is due to Region BUC is not defined for country GB. Can you please check & correct the region if the order is still valid.,Sap Errors SAP Retail (FMS1) NA,SCM_ORDERS_FR_COS_XXXX:status of this order 7593946666776
2025-03-21,13:16:18,202512,A3252652L,P3 - Normal,Forwarded,Work in progress,2025-03-21,132250,SAP Tr-SalesAudit (POSDT)  SAP Retail (FMS1) NA,,USA,Das Mistoo,Das Mistoo,Incident,Closed,2025-03-29,Enter a description of your request: : PDM_POSDMS_US_XXX_XXXX : Missing transaction as on 19/03/2025..System (RP1/ CP1/ MIM) : CP1..Brand : XXX..Country : XX..SAP User ID : C16360,"4345 3195552 - Both transaction and poslog data are missing, so cant reload..hence we are closing this incident",Sap Errors SAP Retail (FMS1) NA,PDM_POSDMS_US_XXX_XXXX : Missing transaction as on 19/03/2025
2025-03-21,13:16:18,202512,A3252652L,P3 - Normal,Forwarded,Work in progress,2025-03-24,130911,SAP Tr-SalesAudit (POSDT)  SAP Retail (FMS1) NA,,USA,Das Mistoo,Das Mistoo,Incident,Closed,2025-03-29,Enter a description of your request: : PDM_POSDMS_US_XXX_XXXX : Missing transaction as on 19/03/2025..System (RP1/ CP1/ MIM) : CP1..Brand : XXX..Country : XX..SAP User ID : C16360,"4345 3195552 - Both transaction and poslog data are missing, so cant reload..hence we are closing this incident",Sap Errors SAP Retail (FMS1) NA,PDM_POSDMS_US_XXX_XXXX : Missing transaction as on 19/03/2025
2025-03-21,13:16:18,202512,A3252652L,P3 - Normal,Solved,Closed,2025-03-29,132724,SAP Tr-SalesAudit (POSDT)  SAP Retail (FMS1) NA,,USA,Das Mistoo,Das Mistoo,Incident,Closed,2025-03-29,Enter a description of your request: : PDM_POSDMS_US_XXX_XXXX : Missing transaction as on 19/03/2025..System (RP1/ CP1/ MIM) : CP1..Brand : XXX..Country : XX..SAP User ID : C16360,"4345 3195552 - Both transaction and poslog data are missing, so cant reload..hence we are closing this incident",Sap Errors SAP Retail (FMS1) NA,PDM_POSDMS_US_XXX_XXXX : Missing transaction as on 19/03/2025
2025-03-21,13:16:18,202512,A3252652L,P3 - Normal,To be defined,Work in progress,2025-03-21,131701,SAP Tr-SalesAudit (POSDT)  SAP Retail (FMS1) NA,,USA,Das Mistoo,Das Mistoo,Incident,Closed,2025-03-29,Enter a description of your request: : PDM_POSDMS_US_XXX_XXXX : Missing transaction as on 19/03/2025..System (RP1/ CP1/ MIM) : CP1..Brand : XXX..Country : XX..SAP User ID : C16360,"4345 3195552 - Both transaction and poslog data are missing, so cant reload..hence we are closing this incident",Sap Errors SAP Retail (FMS1) NA,PDM_POSDMS_US_XXX_XXXX : Missing transaction as on 19/03/2025
2025-03-21,13:16:18,202512,A3252652L,P3 - Normal,Work in progress,Forwarded,2025-03-21,132151,SAP Tr-SalesAudit (POSDT)  SAP Retail (FMS1) NA,,USA,Das Mistoo,Das Mistoo,Incident,Closed,2025-03-29,Enter a description of your request: : PDM_POSDMS_US_XXX_XXXX : Missing transaction as on 19/03/2025..System (RP1/ CP1/ MIM) : CP1..Brand : XXX..Country : XX..SAP User ID : C16360,"4345 3195552 - Both transaction and poslog data are missing, so cant reload..hence we are closing this incident",Sap Errors SAP Retail (FMS1) NA,PDM_POSDMS_US_XXX_XXXX : Missing transaction as on 19/03/2025
2025-03-21,13:16:18,202512,A3252652L,P3 - Normal,Work in progress,Forwarded,2025-03-21,230628,SAP Tr-SalesAudit (POSDT)  SAP Retail (FMS1) NA,,USA,Das Mistoo,Das Mistoo,Incident,Closed,2025-03-29,Enter a description of your request: : PDM_POSDMS_US_XXX_XXXX : Missing transaction as on 19/03/2025..System (RP1/ CP1/ MIM) : CP1..Brand : XXX..Country : XX..SAP User ID : C16360,"4345 3195552 - Both transaction and poslog data are missing, so cant reload..hence we are closing this incident",Sap Errors SAP Retail (FMS1) NA,PDM_POSDMS_US_XXX_XXXX : Missing transaction as on 19/03/2025
2025-03-21,13:16:18,202512,A3252652L,P3 - Normal,Work in progress,Solved,2025-03-24,132717,SAP Tr-SalesAudit (POSDT)  SAP Retail (FMS1) NA,,USA,Das Mistoo,Das Mistoo,Incident,Closed,2025-03-29,Enter a description of your request: : PDM_POSDMS_US_XXX_XXXX : Missing transaction as on 19/03/2025..System (RP1/ CP1/ MIM) : CP1..Brand : XXX..Country : XX..SAP User ID : C16360,"4345 3195552 - Both transaction and poslog data are missing, so cant reload..hence we are closing this incident",Sap Errors SAP Retail (FMS1) NA,PDM_POSDMS_US_XXX_XXXX : Missing transaction as on 19/03/2025
2025-03-21,14:34:07,202512,A3252894L,P3 - Normal,Pending For IT Check,Work in progress,2025-04-11,160115,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,WALL THOMAS,Shatabdi Roy,Incident,Closed,2025-04-16,Enter a description of your request : SOP_0330_SShop_Oak_to_Ciao Field SalesOrderStatus is missing from the sending message - see attached payloads..System (RP1/CP1/MIM) : RP1..Brand : n/a..Country : n/a..SAP Site # : see attached..SAP User ID : n.a._Interface Number : 0330,"project team updated logic to add status in RICEF SOP_0330 now xml processing successfully from PIPO...No action required, hence closing ticket.",Sap Errors SAP Retail (FMS1) NA,SCM_ORDERS_XX_XXX_XXXX:SOP_0330_SShop_Oak_to_Ciao
2025-03-21,14:34:07,202512,A3252894L,P3 - Normal,Solved,Closed,2025-04-16,160305,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,WALL THOMAS,Shatabdi Roy,Incident,Closed,2025-04-16,Enter a description of your request : SOP_0330_SShop_Oak_to_Ciao Field SalesOrderStatus is missing from the sending message - see attached payloads..System (RP1/CP1/MIM) : RP1..Brand : n/a..Country : n/a..SAP Site # : see attached..SAP User ID : n.a._Interface Number : 0330,"project team updated logic to add status in RICEF SOP_0330 now xml processing successfully from PIPO...No action required, hence closing ticket.",Sap Errors SAP Retail (FMS1) NA,SCM_ORDERS_XX_XXX_XXXX:SOP_0330_SShop_Oak_to_Ciao
2025-03-21,14:34:07,202512,A3252894L,P3 - Normal,To be defined,Work in progress,2025-03-21,164052,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,WALL THOMAS,Shatabdi Roy,Incident,Closed,2025-04-16,Enter a description of your request : SOP_0330_SShop_Oak_to_Ciao Field SalesOrderStatus is missing from the sending message - see attached payloads..System (RP1/CP1/MIM) : RP1..Brand : n/a..Country : n/a..SAP Site # : see attached..SAP User ID : n.a._Interface Number : 0330,"project team updated logic to add status in RICEF SOP_0330 now xml processing successfully from PIPO...No action required, hence closing ticket.",Sap Errors SAP Retail (FMS1) NA,SCM_ORDERS_XX_XXX_XXXX:SOP_0330_SShop_Oak_to_Ciao
2025-03-21,14:34:07,202512,A3252894L,P3 - Normal,Work in progress,Pending For IT Check,2025-03-26,175532,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,WALL THOMAS,Shatabdi Roy,Incident,Closed,2025-04-16,Enter a description of your request : SOP_0330_SShop_Oak_to_Ciao Field SalesOrderStatus is missing from the sending message - see attached payloads..System (RP1/CP1/MIM) : RP1..Brand : n/a..Country : n/a..SAP Site # : see attached..SAP User ID : n.a._Interface Number : 0330,"project team updated logic to add status in RICEF SOP_0330 now xml processing successfully from PIPO...No action required, hence closing ticket.",Sap Errors SAP Retail (FMS1) NA,SCM_ORDERS_XX_XXX_XXXX:SOP_0330_SShop_Oak_to_Ciao
2025-03-21,14:34:07,202512,A3252894L,P3 - Normal,Work in progress,Solved,2025-04-11,160256,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,WALL THOMAS,Shatabdi Roy,Incident,Closed,2025-04-16,Enter a description of your request : SOP_0330_SShop_Oak_to_Ciao Field SalesOrderStatus is missing from the sending message - see attached payloads..System (RP1/CP1/MIM) : RP1..Brand : n/a..Country : n/a..SAP Site # : see attached..SAP User ID : n.a._Interface Number : 0330,"project team updated logic to add status in RICEF SOP_0330 now xml processing successfully from PIPO...No action required, hence closing ticket.",Sap Errors SAP Retail (FMS1) NA,SCM_ORDERS_XX_XXX_XXXX:SOP_0330_SShop_Oak_to_Ciao
2025-03-21,15:06:26,202512,A3253001L,P3 - Normal,To be defined,Work in progress,2025-03-21,164345,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,SERRANO FRAYRE ANGEL UZZIEL,He Iris,Incident,Work in progress,1900-01-01,Enter a description of your request : Hello Strategy is not coming up ..System (RP1/CP1/MIM) : RP1..Brand : NA..Country : USA..SAP Site # : NA..SAP User ID : NA,,,SAP Supply Chain Errors and MIM Errors SAP Retail (FMS1)
2025-03-21,15:52:29,202512,A3253175L,P3 - Normal,Forwarded,Work in progress,2025-03-21,163951,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,TAYLOR JR WILLIAM,Tushar Adit,Incident,Closed,2025-04-01,"Enter a description of your request: : I'm receiving error code when MIGO (goods movement) for PO 5500106739: ""Qty to be posted is greater than maximum postable quantity. 210433331"". The associated vendor number is 111526. I believe the Inbound Receipt quantity may need to be corrected to 15,000 EA...System (RP1/ CP1/ MIM) : RP1..Brand : EyeMed..COUNTRY : United States..SAP Site # : E101..SAP User ID : WTAYLOR",We can see that the order type ZKMT (marketing PO) for the PO - 5500106739 so for this type of POs you will have to post the invoice directly no need of GR (MIGO).,Sap Errors SAP Retail (FMS1) NA,SCM_PUR-PO_US_XXX_XXXX : receiving error code when MIGO (goods movement) for PO 5500106739
2025-03-21,15:52:29,202512,A3253175L,P3 - Normal,Solved,Closed,2025-04-01,191459,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,TAYLOR JR WILLIAM,Tushar Adit,Incident,Closed,2025-04-01,"Enter a description of your request: : I'm receiving error code when MIGO (goods movement) for PO 5500106739: ""Qty to be posted is greater than maximum postable quantity. 210433331"". The associated vendor number is 111526. I believe the Inbound Receipt quantity may need to be corrected to 15,000 EA...System (RP1/ CP1/ MIM) : RP1..Brand : EyeMed..COUNTRY : United States..SAP Site # : E101..SAP User ID : WTAYLOR",We can see that the order type ZKMT (marketing PO) for the PO - 5500106739 so for this type of POs you will have to post the invoice directly no need of GR (MIGO).,Sap Errors SAP Retail (FMS1) NA,SCM_PUR-PO_US_XXX_XXXX : receiving error code when MIGO (goods movement) for PO 5500106739
2025-03-21,15:52:29,202512,A3253175L,P3 - Normal,Suspended,Work in progress,2025-03-27,181427,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,TAYLOR JR WILLIAM,Tushar Adit,Incident,Closed,2025-04-01,"Enter a description of your request: : I'm receiving error code when MIGO (goods movement) for PO 5500106739: ""Qty to be posted is greater than maximum postable quantity. 210433331"". The associated vendor number is 111526. I believe the Inbound Receipt quantity may need to be corrected to 15,000 EA...System (RP1/ CP1/ MIM) : RP1..Brand : EyeMed..COUNTRY : United States..SAP Site # : E101..SAP User ID : WTAYLOR",We can see that the order type ZKMT (marketing PO) for the PO - 5500106739 so for this type of POs you will have to post the invoice directly no need of GR (MIGO).,Sap Errors SAP Retail (FMS1) NA,SCM_PUR-PO_US_XXX_XXXX : receiving error code when MIGO (goods movement) for PO 5500106739
2025-03-21,15:52:29,202512,A3253175L,P3 - Normal,To be defined,Forwarded,2025-03-21,160705,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,TAYLOR JR WILLIAM,Tushar Adit,Incident,Closed,2025-04-01,"Enter a description of your request: : I'm receiving error code when MIGO (goods movement) for PO 5500106739: ""Qty to be posted is greater than maximum postable quantity. 210433331"". The associated vendor number is 111526. I believe the Inbound Receipt quantity may need to be corrected to 15,000 EA...System (RP1/ CP1/ MIM) : RP1..Brand : EyeMed..COUNTRY : United States..SAP Site # : E101..SAP User ID : WTAYLOR",We can see that the order type ZKMT (marketing PO) for the PO - 5500106739 so for this type of POs you will have to post the invoice directly no need of GR (MIGO).,Sap Errors SAP Retail (FMS1) NA,SCM_PUR-PO_US_XXX_XXXX : receiving error code when MIGO (goods movement) for PO 5500106739
2025-03-21,15:52:29,202512,A3253175L,P3 - Normal,Work in progress,Solved,2025-03-27,181452,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,TAYLOR JR WILLIAM,Tushar Adit,Incident,Closed,2025-04-01,"Enter a description of your request: : I'm receiving error code when MIGO (goods movement) for PO 5500106739: ""Qty to be posted is greater than maximum postable quantity. 210433331"". The associated vendor number is 111526. I believe the Inbound Receipt quantity may need to be corrected to 15,000 EA...System (RP1/ CP1/ MIM) : RP1..Brand : EyeMed..COUNTRY : United States..SAP Site # : E101..SAP User ID : WTAYLOR",We can see that the order type ZKMT (marketing PO) for the PO - 5500106739 so for this type of POs you will have to post the invoice directly no need of GR (MIGO).,Sap Errors SAP Retail (FMS1) NA,SCM_PUR-PO_US_XXX_XXXX : receiving error code when MIGO (goods movement) for PO 5500106739
2025-03-21,15:52:29,202512,A3253175L,P3 - Normal,Work in progress,Suspended,2025-03-26,140353,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,TAYLOR JR WILLIAM,Tushar Adit,Incident,Closed,2025-04-01,"Enter a description of your request: : I'm receiving error code when MIGO (goods movement) for PO 5500106739: ""Qty to be posted is greater than maximum postable quantity. 210433331"". The associated vendor number is 111526. I believe the Inbound Receipt quantity may need to be corrected to 15,000 EA...System (RP1/ CP1/ MIM) : RP1..Brand : EyeMed..COUNTRY : United States..SAP Site # : E101..SAP User ID : WTAYLOR",We can see that the order type ZKMT (marketing PO) for the PO - 5500106739 so for this type of POs you will have to post the invoice directly no need of GR (MIGO).,Sap Errors SAP Retail (FMS1) NA,SCM_PUR-PO_US_XXX_XXXX : receiving error code when MIGO (goods movement) for PO 5500106739
2025-03-21,16:25:38,202512,A3253305L,P3 - Normal,Solved,Closed,2025-04-02,134236,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,Dario Conte,SANDEEP SV Guru,Incident,Closed,2025-04-02,"Enter a description of your request : Ciao Team, could you check these new order week errors on NA?..System (RP1/CP1/MIM) : RP1..Brand : Oakley..Country : NA..SAP Site # : Oakley..SAP User ID : Oakley..Is this a MIM issue? : true..MIM User ID : --",our Analysis shared to user; we got closure confirmation.,Sap Errors SAP Retail (FMS1) NA,SCM_RPIDOC_XX_OAK_XXXX: IDOC Error Orders Issue
2025-03-21,16:25:38,202512,A3253305L,P3 - Normal,Suspended,Solved,2025-03-28,124230,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,Dario Conte,SANDEEP SV Guru,Incident,Closed,2025-04-02,"Enter a description of your request : Ciao Team, could you check these new order week errors on NA?..System (RP1/CP1/MIM) : RP1..Brand : Oakley..Country : NA..SAP Site # : Oakley..SAP User ID : Oakley..Is this a MIM issue? : true..MIM User ID : --",our Analysis shared to user; we got closure confirmation.,Sap Errors SAP Retail (FMS1) NA,SCM_RPIDOC_XX_OAK_XXXX: IDOC Error Orders Issue
2025-03-21,16:25:38,202512,A3253305L,P3 - Normal,To be defined,Work in progress,2025-03-21,164720,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,Dario Conte,SANDEEP SV Guru,Incident,Closed,2025-04-02,"Enter a description of your request : Ciao Team, could you check these new order week errors on NA?..System (RP1/CP1/MIM) : RP1..Brand : Oakley..Country : NA..SAP Site # : Oakley..SAP User ID : Oakley..Is this a MIM issue? : true..MIM User ID : --",our Analysis shared to user; we got closure confirmation.,Sap Errors SAP Retail (FMS1) NA,SCM_RPIDOC_XX_OAK_XXXX: IDOC Error Orders Issue
2025-03-21,16:25:38,202512,A3253305L,P3 - Normal,Work in progress,Suspended,2025-03-26,223848,SAP Tr-Logistics (SCM) SAP Retail (FMS1) NA,,USA,Dario Conte,SANDEEP SV Guru,Incident,Closed,2025-04-02,"Enter a description of your request : Ciao Team, could you check these new order week errors on NA?..System (RP1/CP1/MIM) : RP1..Brand : Oakley..Country : NA..SAP Site # : Oakley..SAP User ID : Oakley..Is this a MIM issue? : true..MIM User ID : --",our Analysis shared to user; we got closure confirmation.,Sap Errors SAP Retail (FMS1) NA,SCM_RPIDOC_XX_OAK_XXXX: IDOC Error Orders Issue
2025-03-21,16:42:33,202512,A3253379L,P3 - Normal,To be defined,Work in progress,2025-03-21,172651,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,USA,SCIARTILLI SARA,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,Incident,Discarded,2025-03-21,"Enter a description of your request: : Hi, I have a problem managing the F110 transaction in the company G021 when I go to make the returns to customers. When I do the F110 transaction I can do all the steps but when I get to 'Display Proposal' I get the message attached. Thanks..System (RP1/ CP1/ MIM) : RP1..Brand : -..COUNTRY : G021..SAP Site # : -..SAP User ID : mpdpozo","This payment run is not available in FMS. Checked payment run id 03/20/2025 RG021 it is not having the parameters:......Checked last payment run with the identification RG021, it was last done in Jan of 2025, with run date decending order:....I'm cancelling this case becasue it is not relevant to FMS. Please create the payment run in FMS, perform the payment proposal for Triage to investiage into it.",,Report SAP Errors - Finance Errors SAP Retail (FMS1)
2025-03-21,16:42:33,202512,A3253379L,P3 - Normal,Work in progress,Discarded,2025-03-21,173127,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,USA,SCIARTILLI SARA,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,Incident,Discarded,2025-03-21,"Enter a description of your request: : Hi, I have a problem managing the F110 transaction in the company G021 when I go to make the returns to customers. When I do the F110 transaction I can do all the steps but when I get to 'Display Proposal' I get the message attached. Thanks..System (RP1/ CP1/ MIM) : RP1..Brand : -..COUNTRY : G021..SAP Site # : -..SAP User ID : mpdpozo","This payment run is not available in FMS. Checked payment run id 03/20/2025 RG021 it is not having the parameters:......Checked last payment run with the identification RG021, it was last done in Jan of 2025, with run date decending order:....I'm cancelling this case becasue it is not relevant to FMS. Please create the payment run in FMS, perform the payment proposal for Triage to investiage into it.",,Report SAP Errors - Finance Errors SAP Retail (FMS1)
2025-03-21,16:55:04,202512,A3253424L,P3 - Normal,Solved,Closed,2025-03-30,170133,SAP Tr-Finance (FICO) SAP Retail (FMS1) NA,,USA,ADRIAN WILLIAMS,Menon Nivhin,Incident,Closed,2025-03-30,Enter a description of your request: : FMS Journal upload ABAP runtime error..System (RP1/ CP1/ MIM) : RP1..Brand : Vision Express..COUNTRY : UK..SAP Site # : VISION EXPRESS UK LTD..SAP User ID : WADRIAN,ISsue: User faced ST22 dump on upload to ZFL_ACCT_LOADER....Analysis: The upload file had extra columns/fields that is offsetting the next set of records.....Resolution: The user was able to identify the issue in the upload file and got it corrected.,Sap Errors SAP Retail (FMS1) NA,FIN_FINGLD_GB_VEX_XXXX - Error on upload in ZFGL_ACCT_LOADER
